id;tipo;subtipo;torre;apto_tit;tipo_tit;area_ac;area_ap;img_planta;atributos;habitaciones;banos;piso;valor
torre3_apto815;1;1;3;815;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;8;327200000
torre3_apto816;2;2A;3;816;Tipo 2;96.78;85.83;plantas/sole-apto-2A.jpg;Cocina abierta, Balcón, Estudio;3;3;8;327300000
torre3_apto817;3;3;3;817;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;8;327400000
torre3_apto818;3;3;3;818;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;8;327500000
torre3_apto913;2;2;3;913;Tipo 2;96.78;85.83;plantas/sole-apto-2.jpg;Cocina abierta, Balcón, Estudio;3;3;9;327600000
torre3_apto914;1;1;3;914;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;9;327700000
torre3_apto915;1;1;3;915;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;9;327800000
torre3_apto916;2;2A;3;916;Tipo 2;96.78;85.83;plantas/sole-apto-2A.jpg;Cocina abierta, Balcón, Estudio;3;3;9;327900000
torre3_apto917;3;3;3;917;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;9;328000000
torre3_apto918;3;3;3;918;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;9;328100000
torre3_apto1013;2;2;3;1013;Tipo 2;96.78;85.83;plantas/sole-apto-2.jpg;Cocina abierta, Balcón, Estudio;3;3;10;328200000
torre3_apto1014;1;1;3;1014;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;10;328300000
torre3_apto1015;1;1;3;1015;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;10;328400000
torre3_apto1016;2;2A;3;1016;Tipo 2;96.78;85.83;plantas/sole-apto-2A.jpg;Cocina abierta, Balcón, Estudio;3;3;10;328500000
torre3_apto1017;3;3;3;1017;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;10;328600000
torre3_apto1018;3;3;3;1018;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;10;328700000
torre3_apto1113;2;2;3;1113;Tipo 2;96.78;85.83;plantas/sole-apto-2.jpg;Cocina abierta, Balcón, Estudio;3;3;11;328800000
torre3_apto1114;1;1;3;1114;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;11;328900000
torre3_apto1115;1;1;3;1115;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;11;329000000
torre3_apto1116;2;2A;3;1116;Tipo 2;96.78;85.83;plantas/sole-apto-2A.jpg;Cocina abierta, Balcón, Estudio;3;3;11;329100000
torre3_apto1117;3;3;3;1117;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;11;329200000
torre3_apto1118;3;3;3;1118;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;11;329300000
torre3_apto1213;2;2;3;1213;Tipo 2;96.78;85.83;plantas/sole-apto-2.jpg;Cocina abierta, Balcón, Estudio;3;3;12;329400000
torre3_apto1214;1;1;3;1214;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;12;329500000
torre3_apto1215;1;1;3;1215;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;12;329600000
torre3_apto1216;2;2A;3;1216;Tipo 2;96.78;85.83;plantas/sole-apto-2A.jpg;Cocina abierta, Balcón, Estudio;3;3;12;329700000
torre3_apto1217;3;3;3;1217;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;12;329800000
torre3_apto1218;3;3;3;1218;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;12;329900000
torre3_apto1313;2;2;3;1313;Tipo 2;96.78;85.83;plantas/sole-apto-2.jpg;Cocina abierta, Balcón, Estudio;3;3;13;330000000
torre3_apto1314;1;1;3;1314;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;13;330100000
torre3_apto1315;1;1;3;1315;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;13;330200000
torre3_apto1316;2;2A;3;1316;Tipo 2;96.78;85.83;plantas/sole-apto-2A.jpg;Cocina abierta, Balcón, Estudio;3;3;13;330300000
torre3_apto1317;3;3;3;1317;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;13;330400000
torre3_apto1318;3;3;3;1318;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;13;330500000
torre3_apto1413;2;2;3;1413;Tipo 2;96.78;85.83;plantas/sole-apto-2.jpg;Cocina abierta, Balcón, Estudio;3;3;14;330600000
torre3_apto1414;1;1;3;1414;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;14;330700000
torre3_apto1415;1;1;3;1415;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;14;330800000
torre3_apto1416;2;2A;3;1416;Tipo 2;96.78;85.83;plantas/sole-apto-2A.jpg;Cocina abierta, Balcón, Estudio;3;3;14;330900000
torre3_apto1417;3;3;3;1417;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;14;331000000
torre3_apto1418;3;3;3;1418;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;14;331100000
torre3_apto1513;2;2;3;1513;Tipo 2;96.78;85.83;plantas/sole-apto-2.jpg;Cocina abierta, Balcón, Estudio;3;3;15;331200000
torre3_apto1514;1;1;3;1514;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;15;331300000
torre3_apto1515;1;1;3;1515;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;15;331400000
torre3_apto1516;2;2A;3;1516;Tipo 2;96.78;85.83;plantas/sole-apto-2A.jpg;Cocina abierta, Balcón, Estudio;3;3;15;331500000
torre3_apto1517;3;3;3;1517;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;15;331600000
torre3_apto1518;3;3;3;1518;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;15;331700000
torre3_apto1613;2;2;3;1613;Tipo 2;96.78;85.83;plantas/sole-apto-2.jpg;Cocina abierta, Balcón, Estudio;3;3;16;331800000
torre3_apto1614;1;1;3;1614;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;16;331900000
torre3_apto1615;1;1;3;1615;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;16;332000000
torre3_apto1616;2;2A;3;1616;Tipo 2;96.78;85.83;plantas/sole-apto-2A.jpg;Cocina abierta, Balcón, Estudio;3;3;16;332100000
torre3_apto1617;3;3;3;1617;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;16;332200000
torre3_apto1618;3;3;3;1618;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;16;332300000
torre3_apto1713;2;2;3;1713;Tipo 2;96.78;85.83;plantas/sole-apto-2.jpg;Cocina abierta, Balcón, Estudio;3;3;17;332400000
torre3_apto1714;1;1;3;1714;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;17;332500000
torre3_apto1715;1;1;3;1715;Tipo 1;106.52;93.72;plantas/sole-apto-1.jpg;Cocina abierta, Balcón, Estudio;3;3;17;332600000
torre3_apto1716;2;2A;3;1716;Tipo 2;96.78;85.83;plantas/sole-apto-2A.jpg;Cocina abierta, Balcón, Estudio;3;3;17;332700000
torre3_apto1717;3;3;3;1717;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;17;332800000
torre3_apto1718;3;3;3;1718;Tipo 3;86.59;76.66;plantas/sole-apto-3.jpg;Cocina abierta, Balcón, Estudio;3;2;17;332900000
